WaterbodyID,COMID_Final,Outlier_COMID,DIST_Catv2,DistCat_trim,Alkalinity_uEqL,Aluminum_ugL,Arsenic_ugL,Chloride_mgL,Color_Apparent_PCU,Color_True_PCU,Conductivity_uScm,Copper_ugL,DO_mgL,DO_SAT_pct,E_coli_CFU100mL,Enterococcus_CFU100mL,Fecal_Coliform_CFU100mL,Hardness_mgL,Iron_ugL,Lead_ugL,Manganese_ugL,pH_None,Selenium_ugL,Sodium_mgL,Temperature_Water_DegC,TN_mgL,TP_mgL,Zinc_ugL,Al2O3Cat,AvgPredEC,BFICat,ClayCat,ElevCat,InorgNWetDep_2008Cat,IWI_v2_1,K2OCat,KffactCat,Na2OCat,OmCat,pcSLOPE,PctForest2019Ws,PctImp2019Ws,PctUrban2019Ws,PctWetland2019Ws,RockNCat,RunoffCat,SandCat,TmeanCat,WetIndexCat,WsAreaSqKm
TtID_10295278,10295278,No,HighStrs,Strs,,,,,,,,,,,40.8,,,,,,,,,,,,,,10.8629,51.26132597,48.4594,4.4967,98.1108,4.6368,0.698343915,2.6032,0.2874,0.7651,0.78,0.156347,83.24,1.01,1.9,4.25,122.5613,860.3917,48.4341,8.457903153,858.4114,1480.9869
TtID_10295286,10295286,No,Strs,Strs,466.592,,,6.45455,,,73.04167,,9.775,90.91667,351.3,,223.39286,14.48889,,,,7.32727,,,13.45455,,0.02583,,12.3641,51.09834254,48.205,4.9019,117.7602,4.6604,0.700868013,2.6185,0.244,1.0265,0.8293,0.166841,83.69,0.95,1.79,4.2,125.7748,848.4049,51.9985,8.331548359,787.3818,1462.0158
TtID_10295340,10295340,No,SomeStrs,Strs,1173.1456,,,18.45474,,,141.53571,,10.62308,97.53846,296.15,,221.55172,34.55556,,,,7.62308,,,12.58462,0.32857,0.02456,,11.9697,51.66353591,48.3411,6.44,191.113,4.6276,0.574185343,1.9456,0.22,1.4637,0.79,1.630374,79.21,1.2,2.34,3.13,136.7295,859.8386,45.66,7.864935879,715.6663,68.0868
TtID_10295344,10295344,No,Strs,Strs,,,,7.47333,,,,,,,56.68182,,,,,,,,,,,0.215,0.01771,,13.0483,53.71767956,45.5597,5.7149,286.1993,4.5802,0.740138225,2.3258,0.2301,1.3098,0.9464,0.001,85.13,0.83,1.55,5.07,162.9929,862,39.3165,7.408862418,662.8717,954.2583
TtID_10295350,10295350,No,SomeStrs,Strs,,,,,,,,,,,44.5,,,,,,,,,,,,,,13.2525,51.66464088,48,6.44,56.515,4.6209,0.57419767,2.628,0.22,1.181,0.79,8.262295,79.23,1.2,2.33,3.13,124.8007,862,45.66,8.321576118,838,68.0904
TtID_10295736,10295736,Yes,BestRef,Ref,,,,,,,111,,13.6,95,,,,,,,,,,,7.38,,,,13.9557,37.00939227,46,5.9952,592.6363,5.0506,0.841727813,2.3747,0.23,1.5975,1.71,2.509352,88.64,1.11,2.34,3.33,188.2698,862,40.6868,6.445039746,733.6408,17.6418
TtID_10297114,10297114,Yes,SubRef,Ref,,,,4.1,28.4,25.16667,68.47619,,9.47826,97.26087,245.2,,250,,,,,7.37619,,,15.88077,0.22833,0.00811,,11.712,49.59060773,47.8679,5.73,346.1875,4.7464,0.752435462,1.8901,0.2598,1.4803,0.64,2.208006,86.06,0.44,0.77,5.31,142.6887,859.315,41.0273,7.277208782,691.3728,14.3919
TtID_10297950,10297950,No,Strs,Strs,544.35733,,,8.3863,,,75.80833,,11.16667,97.08333,663.5375,,417.73913,17.28889,,,,6.96667,,,10.14167,0.47538,0.03565,,10.5294,48.94585635,48.6887,6.288,73.1611,4.6526,0.710251508,1.8856,0.2509,1.1152,0.4033,0.001,82.03,1.46,2.68,4.14,120.8671,713.3001,50.8548,8.632934154,760.8079,1718.1747
TtID_122257679,-999999,No,,Unknown,758.212,,,21,,,194.66667,,,,,,690,,,,,,,,16.33333,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_122361901,-999999,No,,Unknown,733.216,,,47,,,,,6.4,,,,,57,,,,,,,18,,1.075,,,,,,,,,,,,,,,,,,,,,,,
TtID_122367314,-999999,No,,Unknown,1583.08,,,12,,,,,7,,,,,66.5,,,,,,,17,,0.05,,,,,,,,,,,,,,,,,,,,,,,
TtID_122945492,-999999,No,,Unknown,,,,,,,,,,,30,2060,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_122945508,-999999,No,,Unknown,,,,,,,314.55,,6.8,64.6,,,,,,,,7.17,,,13.013,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_122975277,-999999,No,,Unknown,,,,,,,238.35,,10.01,97.85,,,,,,,,7.73,,,14.327,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_122999475,-999999,No,,Unknown,,7.16667,0.5,91.8,,17,401.5,1.16667,7.76667,84.33333,118,,,,228.66667,0.24,160,6.93333,1,,18.43333,0.948,0.0778,7.56667,,,,,,,,,,,,,,,,,,,,,,
TtID_122999496,-999999,No,,Unknown,,,,105,,17.5,462,,8.025,94.75,25.16667,,,,,,,7.55,,,22.95,1.138,0.037,,,,,,,,,,,,,,,,,,,,,,,
TtID_123624998,-999999,No,,Unknown,1533.088,,,54,,,445,,1.45,15.5,,,,34,,,,6.7,,,20.7,,0.015,,,,,,,,,,,,,,,,,,,,,,,
TtID_123627031,-999999,No,,Unknown,577.68533,,,2,,,61.125,,,,,,1450,,,,,,,,15.33333,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123627171,-999999,No,,Unknown,1099.824,,,2.5,,,68.33333,,,,,,15,,,,,,,,15.25,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123627181,-999999,No,,Unknown,1533.088,,,36,,,197.5,,9.3,94.27273,104.6,,117.66667,,,,,7.58,,,15.66154,0.365,0.0112,,,,,,,,,,,,,,,,,,,,,,,
TtID_123627186,-999999,No,,Unknown,,,,,,,291,,5.4,56,,,,,,,,,,,18.95,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123627510,-999999,No,,Unknown,666.56,,,5,,,66,,,,,,10,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123629560,-999999,No,,Unknown,616.568,,,2,,,56,,,,,,50,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123905411,-999999,No,,Unknown,,35.66667,0.5,92.4,,60.6,364.16667,1.26667,7.2,80.83333,399,,,,346.66667,0.59667,228,6.85,1,,19.5125,0.748,0.029,5,,,,,,,,,,,,,,,,,,,,,,
TtID_123907587,-999999,No,,Unknown,,,,,,30.4,,,,,94.16667,,,,,,,,,,,0.656,0.0138,,,,,,,,,,,,,,,,,,,,,,,
TtID_123907728,-999999,No,,Unknown,,,,,,,,,,,,,,,,,,,,,,4.7,1.4,,,,,,,,,,,,,,,,,,,,,,,
TtID_123910358,-999999,No,,Unknown,,,,135,,,896.66667,,9.6,85.4,,,,,,,,7.15,,,11.06667,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123910413,-999999,No,,Unknown,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123910415,-999999,No,,Unknown,,,,,,,205,,9.9,90,,,427.5,,,,,6.7,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123910422,-999999,No,,Unknown,,,,,,16,606.14286,,9.05,94.5,571.66667,,,,,,,7.48571,,,16.5125,0.878,0.0304,,,,,,,,,,,,,,,,,,,,,,,
TtID_123910424,-999999,No,,Unknown,,,,,,,952,,8.65,94,,,,,,,,7.65,,,19.55,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123910431,-999999,No,,Unknown,,,,,,,174,,10.5,93,,,11,,,,,6.6,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123910708,-999999,No,,Unknown,,,,,,,871.5,,8.15,89.5,,,,,,,,7.25,,,19.8,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_123911159,-999999,No,,Unknown,,,,375,,,1270.6,,10.96667,98.4,,,,,,,,7.85,,,10.36667,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127620280,-999999,No,,Unknown,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127620295,-999999,No,,Unknown,,,,,,,,,,,2772.74286,1081.33333,10100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127620307,-999999,No,,Unknown,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127620326,-999999,No,,Unknown,,,,,,,,,,,408.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127620382,-999999,No,,Unknown,,,,,83,75.6,160.5,,9.55,88.5,339.6,,,,,,,6.55,,,11.4,1.88,0.0326,,,,,,,,,,,,,,,,,,,,,,,
TtID_127620538,-999999,No,,Unknown,,,,,,,,,,,466.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127620718,-999999,No,,Unknown,,,,,,,,,,,523.83333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127621178,-999999,No,,Unknown,,,,,,,,,,,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127621897,-999999,No,,Unknown,,,,,,,,,,,15,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127622664,-999999,No,,Unknown,,,,72.2,,70.25,406.5,,8.025,86.5,2284.66667,,,,,,,7.025,,,18.225,4.44,0.082,,,,,,,,,,,,,,,,,,,,,,,
TtID_127623137,-999999,No,,Unknown,,84.33333,0.58,64.2,,71.6,190.33333,1.24333,7.16667,75.66667,353,,,,673.33333,0.58,60,6.26667,1,,16.26,0.876,0.0382,5.83333,,,,,,,,,,,,,,,,,,,,,,
TtID_127625943,-999999,No,,Unknown,,,,,,,,,,,10600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127626027,-999999,No,,Unknown,,,,,,,,,,,2481.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127635084,-999999,No,,Unknown,,,,,,,,,,,491.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127635931,-999999,No,,Unknown,,,,,,,,,,,806.42857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127636251,-999999,No,,Unknown,,,,,,,,,,,320,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127636423,-999999,No,,Unknown,,,,,,,,,,,423.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127636619,-999999,No,,Unknown,,,,,,,,,,,923.21739,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127636693,-999999,No,,Unknown,,,,,,,,,,,26718.56471,,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127637741,-999999,No,,Unknown,,,,,,,,,,,1049.8,310,1636.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127637920,-999999,No,,Unknown,,,,,,,,,,,90,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127637925,-999999,No,,Unknown,,,,,,,,,,,1674.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127637992,-999999,No,,Unknown,,,,,,,,,,,940.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127641326,-999999,No,,Unknown,,,,,,,,,,,,,,,,,,,,,,1.7,0.194,,,,,,,,,,,,,,,,,,,,,,,
TtID_127641371,-999999,No,,Unknown,,,,,,424.28571,,,,,,,,,,,,,,,,1.84444,0.18067,,,,,,,,,,,,,,,,,,,,,,,
TtID_127666202,-999999,No,,Unknown,,,,,,,,,,,45,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127666278,-999999,No,,Unknown,,,,,,,,,,,986.12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127669061,-999999,No,,Unknown,,,,,,,,,,,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127669176,-999999,No,,Unknown,,,,,,,,,,,439.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127669589,-999999,No,,Unknown,,,,,,,,,,,2211.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127674894,-999999,No,,Unknown,,,,,,,,,,,507.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_127674940,-999999,No,,Unknown,,,,,,,,,,,659.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_129728539,-999999,No,,Unknown,25.55,,,,,,232.16667,,5.01667,37.36667,,,,,,,,6.30333,,,5.22333,,0.91789,,,,,,,,,,,,,,,,,,,,,,,
TtID_129729434,-999999,No,,Unknown,,51,0.95,143.33333,,161.33333,,2,,,207.66667,,,69,1833.33333,0.91,138.66667,,0.91,,,1.14333,0.18333,2.26667,,,,,,,,,,,,,,,,,,,,,,
TtID_129732039,-999999,No,,Unknown,,,,,,,874.6,,9.002,96.88,828,,,,,,,7.372,,,18.84,,0.078,,,,,,,,,,,,,,,,,,,,,,,
TtID_129732050,-999999,No,,Unknown,,51,0.91,196,,28.8,767,2,4.63333,50.33333,830,,,79,453.33333,0.91,136,6.4,0.91,,18.93333,0.536,0.0314,3.1,,,,,,,,,,,,,,,,,,,,,,
TtID_129734058,-999999,No,,Unknown,933.184,,,80.5,,,360,,8,88,,,100,54.5,,,,7,,,20,0.78,0.037,,,,,,,,,,,,,,,,,,,,,,,
TtID_132758001,-999999,No,,Unknown,433.63431,,,,,,,,,,,,,,,,,6.79429,,,14.71429,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_132758151,-999999,No,,Unknown,,,,,,,,,,,410.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_132758562,-999999,No,,Unknown,,,,,,,,,,,748.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_132759039,-999999,No,,Unknown,1147.3164,,,,,,,,,,168.675,,,,,,,7.65429,,,15.08571,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_132759117,-999999,No,,Unknown,,,,,,,236,,10.25,92,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_132759366,-999999,No,,Unknown,,,,,,,,,,,561.28571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_132759393,-999999,No,,Unknown,,,,,,,,,,,304.8,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135672188,-999999,No,,Unknown,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,
TtID_135672394,-999999,No,,Unknown,,,,,,15,1025.5,,8.54,90.4,453.33333,380,,,,,,7.1,,,16.98,1.08,0.012,,,,,,,,,,,,,,,,,,,,,,,
TtID_135672504,-999999,No,,Unknown,,,,95,,,,,,,129.06383,62.5814,,,,,,,,,14.95919,1.27984,0.05876,,,,,,,,,,,,,,,,,,,,,,,
TtID_135673548,-999999,No,,Unknown,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135673561,-999999,No,,Unknown,,,,,,,518,,7.75,65.625,,,1046,,,,,7.05,,,12.72,0.17329,0.02899,,,,,,,,,,,,,,,,,,,,,,,
TtID_135673654,-999999,No,,Unknown,,,,,,15,,,,,15416.66667,,,,,,,,,,,1.98,0.0468,,,,,,,,,,,,,,,,,,,,,,,
TtID_135673714,-999999,No,,Unknown,,,,,,,,,,,120,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135673750,-999999,No,,Unknown,,,,,,,,,,,253.25658,57.5,,,,,,,,,13.35795,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135673767,-999999,No,,Unknown,,,,,,,,,,,620,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135673857,-999999,No,,Unknown,,,,,,18,978.6,,9.18,95.6,946.66667,,,,,,,7.2,,,16.76,1.14333,0.01433,,,,,,,,,,,,,,,,,,,,,,,
TtID_135674029,-999999,No,,Unknown,,,,,,,,,,,847.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135675276,-999999,No,,Unknown,,,,,,,,,,,157.67586,107,,,,,,,,,14.02593,,0.05338,,,,,,,,,,,,,,,,,,,,,,,
TtID_135675909,-999999,No,,Unknown,,,,,28.8,22,585.66667,,8.02222,88.88889,176.8,,,,,,,7.36667,,,19.94444,0.826,0.0244,,,,,,,,,,,,,,,,,,,,,,,
TtID_135676456,-999999,No,,Unknown,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,
TtID_135676613,-999999,No,,Unknown,1233.136,,,19,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135676791,-999999,No,,Unknown,1033.168,,,400,,,1292,,11.75,90,20,2094.34783,100,93,,,,6.2,,,5.2,,0.02,,,,,,,,,,,,,,,,,,,,,,,
TtID_135676853,-999999,No,,Unknown,,16.5,0.67,115.5,,23,434,2.2,4,46,789.5,,,,420,0.41,69,6.8,1,,18.98,0.89,0.05333,22.5,,,,,,,,,,,,,,,,,,,,,,
TtID_135676889,-999999,No,,Unknown,2083,,,120.73077,87.2,50.2,829.82353,,5.72024,50.4375,1758.33333,,264.26829,116.36364,,,,6.6925,,,13.9875,1.226,0.43438,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677007,-999999,No,,Unknown,,,,,36.6,30.4,577.52632,,8.96667,91.72222,1300,3287.8,3365.71429,,,,,6.95263,,,17.20476,1.78,0.0493,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677116,-999999,No,,Unknown,,,,115,,,,,,,,,1300,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677118,-999999,No,,Unknown,,,,100,34.25,28.25,840.63158,,8.8641,88.22222,2586,7327.6,2292.55556,,,,,7.2875,,,15.14211,1.86,0.21315,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677129,-999999,No,,Unknown,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677138,-999999,No,,Unknown,,,,,,,,,,,,,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677184,-999999,No,,Unknown,,,,,94.5,66.5,268.70588,,4.74118,47.76471,684.5,1764,2215.6,,,,,6.17647,,,17.30588,0.775,0.06175,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677185,-999999,No,,Unknown,,27,0.9,206.66667,,52.6,828,3.36667,8.53333,96,2068,,,,536.66667,1.43333,26.33333,7.36667,1,,18.04,1.35,0.068,9.66667,,,,,,,,,,,,,,,,,,,,,,
TtID_135677191,-999999,No,,Unknown,,,,,,64,1152.40541,,8.81237,77.60993,2361.26667,,1986.07143,,,,,6.90671,,,10.45171,1.314,0.07905,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677227,-999999,No,,Unknown,,,,,,24.8,738.66667,,8.25,94.5,1810,,,,,,,7.21667,,,20.88333,0.89,0.0486,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677266,-999999,No,,Unknown,,,,,,,,,,,,334.83333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677351,-999999,No,,Unknown,1228.97,,,148.14286,,,733.5,,8.84444,86.55556,374,312.5,916.5,89.5,,,,6.75,,,14.96667,,0.04623,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677407,-999999,No,,Unknown,,80.66667,1.27333,132.4,,36,647,3,8.4,85.66667,1538.6,,,80.66667,153.33333,1.37333,16,7.16667,1.14,,15.73333,2.38,0.0218,9.03333,,,,,,,,,,,,,,,,,,,,,,
TtID_135677425,-999999,No,,Unknown,,,,,,,,,,,220,200,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677426,-999999,No,,Unknown,2541.26,,,149.28571,,,785.88889,,6.37222,58.83333,1031.53846,1046.66667,1844.61538,116.625,,,,6.82222,,,14.19444,,0.08623,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677449,-999999,No,,Unknown,1470.598,40,0.66,69,45.2,40.4,448.10714,2.45,8.81071,87.10714,1294.9375,411.42857,1500.83333,93,76.66667,0.30333,24.33333,7.075,2.6,,16.04333,1.5,0.04308,6.23333,,,,,,,,,,,,,,,,,,,,,,
TtID_135677545,-999999,No,,Unknown,,,,,,16.4,646,,8.7,90.375,286.66667,,,,,,,6.975,,,16.6625,0.566,0.0146,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677668,-999999,No,,Unknown,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677780,-999999,No,,Unknown,1916.36,,,145.5,,,,,6.04,,1234.71429,,120000,66,,,,6.36667,,,18.6,,0.665,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677907,-999999,No,,Unknown,,,,,,,,,8.36667,,,,193.33333,,,,,7,,,15.86667,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135677967,-999999,No,,Unknown,,,,,,,,,7.1,,,,293.33333,,,,,6.36667,,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135678061,-999999,No,,Unknown,,,,,,,,,,,,,,,,,,,,,,,0.17667,,,,,,,,,,,,,,,,,,,,,,,
TtID_135680605,-999999,No,,Unknown,,,,,,,,,6.01111,56.96875,,,,,,,,,,,15.7625,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135682664,-999999,No,,Unknown,2699.568,,,71,,,416,,4.1,43,40,,40,86,,,,9.1,,,17.7,,0.06,,,,,,,,,,,,,,,,,,,,,,,
TtID_135686964,-999999,No,,Unknown,,,,,,,423,,2.7,31,,,50,,,,,6.9,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687151,-999999,No,,Unknown,2413.89943,,,106.42857,,,538,,3.44286,36.14286,40,,205.71429,103.71429,,,,7.44286,,,18.3,,0.08857,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687443,-999999,No,,Unknown,,,,,,,31136.85714,,4.05714,48.28571,1957.5,461.4,2485.6,,,,,7.44286,,,19.81429,,0.1012,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687465,-999999,No,,Unknown,,,,,,15.4,,,,,4155,,,,,,,,,,15.05,0.958,0.0302,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687468,-999999,No,,Unknown,,,,,,18.6,989.86636,,8.6881,79.32872,2547.93182,30,993.7037,,,,,6.97763,,,12.06429,1.05679,0.08066,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687553,-999999,No,,Unknown,1224.804,,,75.71429,,,387,,8.7125,79.25,525,1160,1865,62,,,,7.4,,,12.925,,0.08857,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687554,-999999,No,,Unknown,,40,2.3,,,,,8.25,,,,,,280,84.33333,0.23667,251.66667,,6.03333,,,,,4.43333,,,,,,,,,,,,,,,,,,,,,,
TtID_135687608,-999999,No,,Unknown,,,,,,,881.125,,5.571,58.725,24644.44444,,,,,,,6.795,,,18.74909,,0.19533,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687623,-999999,No,,Unknown,,,,,,,851.74286,,6.00714,68.27143,,,,,,,,6.77714,,,21.47429,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687641,-999999,No,,Unknown,,,,,,,842.97143,,9.56385,116.54286,5833.75,,,,,,,7.15429,,,19.04133,,0.22962,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687653,-999999,No,,Unknown,,,,,,,,,10.88667,,2983.88889,,,,,,,,,,13.26571,,0.168,,,,,,,,,,,,,,,,,,,,,,,
TtID_135687662,-999999,No,,Unknown,,,,,,,409.8,,10.003,105.9,701.45556,,,,,,,7.03667,,,17.33,,0.02344,,,,,,,,,,,,,,,,,,,,,,,
TtID_135690364,-999999,No,,Unknown,,,,,,,,,,,493.66667,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135895037,-999999,No,,Unknown,,,,40.64286,,,193.22941,,,,,,,,,,,6.47118,,,,,0.06395,,,,,,,,,,,,,,,,,,,,,,,
TtID_135895614,-999999,No,,Unknown,,,,45.25,,,178.58,,,,,,,,,,,6.1275,,,,,0.03753,,,,,,,,,,,,,,,,,,,,,,,
TtID_135895777,-999999,No,,Unknown,,,,67,,,274,,,,,,,,,,,6.46,,,,,0.0234,,,,,,,,,,,,,,,,,,,,,,,
TtID_135895849,-999999,No,,Unknown,,,,9,,,105.04688,,3.17533,34.16333,,,,,,,,6.28345,,,20.16562,,0.0276,,,,,,,,,,,,,,,,,,,,,,,
TtID_135896197,-999999,No,,Unknown,,,,,,,18.51167,,,,,,,,,,,5.14833,,,,,0.02303,,,,,,,,,,,,,,,,,,,,,,,
TtID_135896618,-999999,No,,Unknown,,,,25.33333,,,142.78333,,,,200,,,,,,,6.21333,,,,,0.0522,,,,,,,,,,,,,,,,,,,,,,,
TtID_135896715,-999999,No,,Unknown,,,,,,,207.64667,,,,,,,,,,,6.854,,,,,0.02983,,,,,,,,,,,,,,,,,,,,,,,
TtID_135897061,-999999,No,,Unknown,,,,36,,,198,,,,,,,,,,,6.505,,,,,0.0565,,,,,,,,,,,,,,,,,,,,,,,
TtID_135902727,-999999,No,,Unknown,,,,115.84211,,,451.76667,,,,50,,,,,,,7.0681,,,,,0.03774,,,,,,,,,,,,,,,,,,,,,,,
TtID_135903164,-999999,No,,Unknown,,,,,,,373.4295,,11.33597,,902.57155,,,,,,,10.31693,,,24.4791,,0.1276,,,,,,,,,,,,,,,,,,,,,,,
TtID_135903329,-999999,No,,Unknown,,,,,,,114.94,,,,13.78889,,,,,,,6.7255,,,,,0.03188,,,,,,,,,,,,,,,,,,,,,,,
TtID_135903760,-999999,No,,Unknown,,,,139,50,,861,,6.43,,,,,,425,,418,,,,28.3,,0.014,,,,,,,,,,,,,,,,,,,,,,,
TtID_135903786,-999999,No,,Unknown,,,,97,100,,394,,2.87,,,,,,1400,,232,,,,19.7,,0.075,,,,,,,,,,,,,,,,,,,,,,,
TtID_135905856,-999999,No,,Unknown,,,,,,,,,,,253.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135905989,-999999,No,,Unknown,,,,,,,139.16667,,5.75,62,93.33333,,,,,,,6.44667,,,18.83333,,0.05233,,,,,,,,,,,,,,,,,,,,,,,
TtID_135907748,-999999,No,,Unknown,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_135907770,-999999,No,,Unknown,1649.736,,,107,,,570,,7.775,77,,,317.5,97.75,,,,6.85,,,15.275,,0.05,,,,,,,,,,,,,,,,,,,,,,,
TtID_136014743,-999999,No,,Unknown,,,,72.625,,,235.17273,,,,,,,,,,,5.72,,,,,0.0626,,,,,,,,,,,,,,,,,,,,,,,
TtID_136014810,-999999,No,,Unknown,,,,,,,256,,5.55,57.5,,,,,,,,6.25,,,17.95,,,,,,,,,,,,,,,,,,,,,,,,,
TtID_136015565,-999999,No,,Unknown,,175,0.5,2.2,,59,23.83333,0.87,8.88333,94,93.33333,,,,570,0.52,23,6.56667,1,,16.25714,0.256,0.0166,6.25,,,,,,,,,,,,,,,,,,,,,,
TtID_136015577,-999999,No,,Unknown,,220,0.54667,14.2,,195,80.5,0.62,4.73333,55.5,122.5,,,,870,0.51333,85.33333,5.85,1,,21.32857,0.886,0.0738,6.33333,,,,,,,,,,,,,,,,,,,,,,
